Do Not Edit,,,,,,
country,theme,dataset,metadata item,resource name,metadata value,updated metadata value
SOM,PS,cod-ps-som,resource_description,som_pplp_adm2_v2.csv,"Somalia Admin Level 2 (District) population statistics including 2005 Rural, Urban, and total populations (source UNDP) and 2014 Rural, Urban, IDP, and Total populations (source UNFPA).",
SOM,PS,cod-ps-som,resource_description,Somalia population sex and age disaggregated 2021,,
SOM,PS,cod-ps-som,resource_description,Somalia population gender disaggregated 2019,,
SOM,PS,cod-ps-som,resource_description,somalia-population-statistics 2014,,
SOM,PS,cod-ps-som,resource_description,som_pplp_adm0_v2.csv,"Somalia Admin Level 0 (Country) population statistics including 2005 Rural, Urban, and total populations (source UNDP) and 2014 Rural, Urban, IDP, and Total populations (source UNFPA).",
GEO,PS,cod-ps-geo,cod_level,,cod-standard,
GEO,PS,cod-ps-geo,notes,,"REFERENCE YEAR: 2014
 
 
 
 These tables are suitable for database or GIS linkage to the [Georgia - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-geo). However the administrative level 1 and 2 boundaries do not include the Georgian breakaway regions of Abkhazia and South Ossetia.",
GEO,PS,cod-ps-geo,resource_description,GEO_AdminBoundaries_TabularData.xlsx,Georgia administrative level 0-2 gazetteer,
GEO,PS,cod-ps-geo,resource_description,geo_admpop_GeoStat_2014.xlsx,Georgia administrative level 0 sex and age disaggregated 2014 population statistics,
GEO,PS,cod-ps-geo,resource_description,geo_admpop_adm0_GeoStat_2014.csv,Georgia administrative level 1 sex and age disaggregated 2014 population statistics,
GEO,PS,cod-ps-geo,resource_description,geo_admpop_adm1_GeoStat_2014.csv,Georgia administrative level 1 population statistics (disaggregated by urban/rural).,
GEO,PS,cod-ps-geo,resource_description,geo_admpop_adm2_GeoStat_2014.csv,Georgia administrative level 2 sex and age disaggregated 2014 population statistics,
AZE,AB,cod-ab-aze,cod_level,,cod-standard,
AZE,AB,cod-ab-aze,notes,,"Azerbaijan administrative level 0-1 boundaries
 
 
 
 Vetting and live service provision by [Information Technology Outreach Services (ITOS)](https://cviog.uga.edu/information-technology/) with funding from USAID.
 
 
 
 
 
 These boundaries are suitable for database or GIS linkage to the [Azerbaijan - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-aze) tables using the ADM0, and ADM1_PCODE fields.
 
 
 
 Place codes and names in Azerbaijani were taken from official site of The State Statistical Committee of the Republic of Azerbaijan (İnzibati-ərazi bolgüsü təsnifati, 2013). All place codes of the admin1 units, except for Baku and Nakhchivan, are unofficial.
 
 
 
 Names in English were taken from Statistical Yearbook of Azerbaijan 2016.
 
 
 
 Boundary geography is provided for administrative level 0 (country) and administrative level 1 (districts and independent cities, consolidating Baku as one feature. Gazetteer information is also provided for economic regions (positioned between administrative level 0 and 1) and for the set of districts and independent cities that include 11 features for Baku. All four of these sets are represented and can be linked by database or GIS to the [https://data.humdata.org/dataset/cod-ps-aze](https://data.humdata.org/dataset/cod-ps-aze) tables.",
AZE,AB,cod-ab-aze,resource_description,AZE_AdminBoundaries_TabularData.xlsx,"Azerbaijan administrative level 0-1, economic region, and rayon boundary gazetteer. See description.",
AZE,AB,cod-ab-aze,resource_description,aze_adm_gadm_osm_20231002_SHP.zip,Azerbaijan administrative level 0-1 boundary shapefiles,
AZE,AB,cod-ab-aze,resource_description,aze_adm_gadm_osm_20231002_EMF.zip,Azerbaijan administrative level 0-1 boundary EMF files,
AZE,AB,cod-ab-aze,resource_description,aze_adm_gadm_osm_20231002_GDB.zip,Azerbaijan administrative level 0-1 boundary geodatabase,
AZE,AB,cod-ab-aze,resource_description,COD_External/AZE_AZ (MapServer),"This map service contains OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries, in Azerbaijani. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
AZE,AB,cod-ab-aze,resource_description,COD_External/AZE_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
AZE,AB,cod-ab-aze,resource_description,COD_External/AZE_pcode (FeatureServer),"This map service contains OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
AZE,AB,cod-ab-aze,resource_description,COD_External/AZE_pcode (MapServer),"This map service contains OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
ARM,AB,cod-ab-arm,cod_level,,cod-standard,
ARM,AB,cod-ab-arm,notes,,"Armenia administrative level 0 (country), 1 (province), and 2 (unofficial) boundaries.
 
 
 
 These boundaries are suitable for database or GIS linkage to the [Armenia - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-arm) tables using the ADM0, ADM1, and ADM2_PCODE fields.",
ARM,AB,cod-ab-arm,resource_description,arm_gazetteer_2019.xlsx,"Overview of the admin 0-3 levels in Armenia (taxonomy), December 2016",
ARM,AB,cod-ab-arm,resource_description,arm_adm_2019_shp.zip,Armenia administrative level 0-2 shapefiles,
ARM,AB,cod-ab-arm,resource_description,arm_adm_2019.gdb.zip,Armenia administrative level 0-2 geodatabase,
ARM,AB,cod-ab-arm,resource_description,arm_admbnda_2019_EMF.zip,Armenia administrative level 0-2 EMF files,
ARM,AB,cod-ab-arm,resource_description,COD_External/ARM_EN (MapServer),"This map service contains OCHA Common Operational Datasets for Armenia: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
ARM,AB,cod-ab-arm,resource_description,COD_External/ARM_HY (MapServer),"This map service contains OCHA Common Operational Datasets for Armenia: Administrative Boundaries, in Armenian. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
ARM,AB,cod-ab-arm,resource_description,COD_External/ARM_pcode (FeatureServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Armenia. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/ARM_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services",
ARM,AB,cod-ab-arm,resource_description,COD_External/ARM_pcode (MapServer),"This service is intended as a labelling layer for PCODES from OCHA's Common Operational Datasets for Armenia. As a map service it is intended to be used in conjunction with the basemap located at https://codgis.itos.uga.edu/arcgis/rest/services/COD_External/ARM_EN/MapServer. The service also provides feature access to Administrative Boundaries geometry and taxonomy. The service is available as ESRI Map, WMS, ESRI Feature, WFS and KML Services",
ARM,AB,cod-ab-arm,resource_description,COD_External/ARM_RU (MapServer),"This map service contains OCHA Common Operational Datasets for Armenia: Administrative Boundaries, in Russian. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
AZE,PS,cod-ps-aze,cod_level,,cod-standard,
AZE,PS,cod-ps-aze,notes,,"Azerbaijan administrative level 0-2 sex and age disaggregated 2018 projected population statistics.
 
 
 
 REFERENCE YEAR 2018
 
 
 
 This dataset contains population estimates for Azerbaijan from 2018 at country-level and first administrative level (consolidating Baku into one feature), suitable for database and GIS linkage to the [Azerbaijan - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-aze) and the [Azerbaijan - Subnational Edge-matched Administrative Boundaries](https://data.humdata.org/dataset/cod-em-aze), and special tables for economic regions and a version of the first administrative level that includes 11 distinct Baku features.",
AZE,PS,cod-ps-aze,resource_description,azerbaijan_population_statistics_2018_v2.xlsx,Azerbaijan administrative level 0-2 sex and age disaggregated 2018 projected population statistics,
AZE,PS,cod-ps-aze,resource_description,aze_admpop_adm0_2018.csv,Azerbaijan administrative level 0 sex and age disaggregated 2018 projected population statistics,
AZE,PS,cod-ps-aze,resource_description,aze_admpop_adm1_2018.csv,Azerbaijan administrative level 1 sex and age disaggregated 2018 projected population statistics,
AZE,PS,cod-ps-aze,resource_description,aze_admpop_adm2_2018.csv,Azerbaijan administrative level 2 sex and age disaggregated 2018 projected population statistics,
AZE,PS,cod-ps-aze,resource_description,COD_External_Edgematch/AZE_AZ_Edgematch (MapServer),"This map service contains a globally edgematched version of OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries, in Azerbaijani. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
AZE,PS,cod-ps-aze,resource_description,COD_External_Edgematch/AZE_EN_Edgematch (MapServer),"This map service contains a globally edgematched version of OCHA Common Operational Datasets for Azerbaijan: Administrative Boundaries. The service is available as ESRI Map, ESRI Feature, WMS, and KML Services. See the OCHA COD/FOD terms of use for access and use constraints.",
KAZ,AB,cod-ab-kaz,cod_level,,cod-standard,
KAZ,AB,cod-ab-kaz,notes,,"Kazakhstan administrative level 0-2 shapefiles, geodatabase, and gazetteer
 
 
 
 This January 2023 update represents the new (2022) administrative structure of Kazakhstan (with 20 administrative level 1 features). 
 
 These updated layers are no longer compatible for database or GIS linkage using the P-codes to the [Kazakhstan - Subnational Population Statistics](https://data.humdata.org/dataset/cod-ps-kaz) tables.",
KAZ,AB,cod-ab-kaz,resource_description,kaz_admgz_unhcr_2023.xls,Kazakhstan administrative level 0-2 gazetteer,
KAZ,AB,cod-ab-kaz,resource_description,kaz_adm_unhcr_2023_SHP.zip,Kazakhstan administrative level 0-2 shapefiles,
KAZ,AB,cod-ab-kaz,resource_description,kaz_adm_unhcr_2023_GDB.gdb.zip,Kazakhstan administrative level 0-2 geodatabase,
KGZ,PS,cod-ps-kgz,cod_level,,cod-standard,
KGZ,PS,cod-ps-kgz,notes,,"This dataset contains population estimates for Kyrgyzstan from 2018 at country-level and first and second administrative levels. It includes a breakdown by urban and rural areas and has population disaggregated by sex and age (at country and first administrative levels).
 
 
 
 REFERENCE YEAR: 2018
 
 
 
 The file includes a sheet with metadata.
 
 
 
 Please note that data from the 2009 population census is available here: https://data.humdata.org/dataset/cod-ab-kgz",
KGZ,PS,cod-ps-kgz,resource_description,KGZ_AdminBoundaries_TabularData.xlsx,Kyrgyzstan administrative level 0-3 gazetteer,
KGZ,PS,cod-ps-kgz,resource_description,kyrgyzstan_population_statistics_2018.xlsx,"This file contains 4 worksheets. It contains population numbers at country and L0,1,2 levels.",
KGZ,PS,cod-ps-kgz,resource_description,kyrgyzstan_population_statistics_2018_adm1_v2.csv,,
KGZ,PS,cod-ps-kgz,resource_description,kyrgyzstan_population_statistics_2018_adm2_v2.csv,,
PHL,PS,cod-ps-phl,cod_level,,cod-standard,
PHL,PS,cod-ps-phl,notes,,"Philippines administrative level 0-2 sex and age disaggregated 2022, 2023, 2024, and 2025 population statistics
 
 
 
 REFERENCE YEAR: 2022 (and 2023, 2024, 2025)
 
 
 
 These CSV population statistics files are suitable for database or ArcGIS joins to the [Philippines - Subnational Administrative Boundaries](https://data.humdata.org/dataset/cod-ab-phl).
 
 
 
 See caveats.",
PHL,PS,cod-ps-phl,resource_description,PHL_AdminBoundaries_TabularData.xlsx,Philippines administrative level 0-3 gazetteer,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_2022_2023_2024_2025_v2.xlsx,"Philippines administrative level 0-2 sex and age disaggregated 2022, 2023, 2024, and 2025 population statistics",
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm0_2022.csv,Philippines administrative level 0 sex and age disaggregated 2022 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm1_2022.csv,Philippines administrative level 1 sex and age disaggregated 2022 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm2_2022_v2.csv,Philippines administrative level 2 sex and age disaggregated 2022 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm0_2023.csv,Philippines administrative level 0 sex and age disaggregated 2023 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm1_2023.csv,Philippines administrative level 1 sex and age disaggregated 2023 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm2_2023_v2.csv,Philippines administrative level 2 sex and age disaggregated 2023 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm0_2024.csv,Philippines administrative level 0 sex and age disaggregated 2024 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm1_2024_v1.csv,Philippines administrative level 1 sex and age disaggregated 2024 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm2_2024_v2.csv,Philippines administrative level 2 sex and age disaggregated 2024 population statistics,
PHL,PS,cod-ps-phl,resource_description,phl_admpop_adm0_2025.csv,Philippines administrative level 0 sex and age disaggregated 2025 population statistics,
